compa_ratio,compa_ratio_range,cost_center,country,current_rating,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,length_of_service,location,management_level,region,single_job_family,tenure_category,total_compensation,age
1.239,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,4.227,Seoul,Individual Contributor,APAC,Human Resources,02-05 Years,67200,31.0
1.56,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Male,Baby Boomers (1946-1964),False,False,Referral,True,True,Executive,M8,Executive Management - Executive Vice President,24.307,Vancouver,Executive Vice President,AMER,Executive Management,15+ Years,662900,58.0
0.705,Below Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,Hispanic,Male,Generation Z (1997 and onwards),False,False,Internal,False,False,Development,P1,IT - Product Development - P1 Data Scientist,1.849,Marseille,Individual Contributor,EMEA,IT - Product Development,01-02 Years,31000,23.0
1.439,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Black or African American,Male,Generation X (1965-1980),False,False,Recruiter,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,4.307,San Francisco,Individual Contributor,AMER,FA - Accounting,02-05 Years,219400,44.0
1.321,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,12.381,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,10-15 Years,145300,35.0
1.04,At Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,0.282,Paris,Individual Contributor,EMEA,Human Resources,00-01 Years,64500,32.0
1.239,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,2.304,San Francisco,Individual Contributor,AMER,FA - Accounting,02-05 Years,96000,31.0
1.074,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P4,IT - Product Development - Senior Software Engineer,4.762,Singapore,Individual Contributor,APAC,IT - Product Development,02-05 Years,82700,36.0
1.06,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,0.175,Singapore,Individual Contributor,APAC,Sales - Direct Sales,00-01 Years,81600,36.0
1.101,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,Hispanic,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Executive,P5,Executive Management - Principal Operations Executive,5.981,London,Vice President,EMEA,Executive Management,05-10 Years,134300,40.0
1.15,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 Software Engineer,7.718,Busan,Individual Contributor,APAC,IT - Product Development,05-10 Years,62400,30.0
1.032,At Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Hispanic,Female,Baby Boomers (1946-1964),True,False,Corporate Website,True,True,Finance,M5,FA - Management - Director,27.603,Toronto,Director,AMER,FA - Management,15+ Years,237300,62.0
0.924,Below Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,2.515,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,02-05 Years,62400,27.0
1.032,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Software Engineer,4.633,Calgary,Individual Contributor,AMER,IT - Product Development,02-05 Years,80000,32.0
1.259,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,11.953,Seoul,Individual Contributor,APAC,Sales - Direct Sales,10-15 Years,68300,33.0
1.589,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,13.688,Vancouver,Individual Contributor,AMER,FA - Accounting,10-15 Years,242300,39.0
1.409,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Hispanic,Female,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,3.247,New York,Individual Contributor,AMER,FA - Accounting,02-05 Years,109200,33.0
1.028,At Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,2.786,Montreal,Individual Contributor,AMER,FA - Accounting,02-05 Years,79700,29.0
1.112,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,1.266,New York,Individual Contributor,AMER,Sales - Direct Sales,01-02 Years,86200,33.0
1.21,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Executive,P5,Executive Management - Principal Operations Executive,0.83,London,Executive Vice President,EMEA,Executive Management,00-01 Years,147600,42.0
1.152,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,Asian,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 Software Engineer,1.416,Singapore,Individual Contributor,APAC,IT - Product Development,01-02 Years,62500,32.0
0.876,Below Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P2,IT - Product Development - P2 Business Analytics,2.392,San Francisco,Individual Contributor,AMER,IT - Product Development,02-05 Years,59100,26.0
0.979,At Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P3,IT - Product Development - P3 Business Analytics,5.044,San Francisco,Individual Contributor,AMER,IT - Product Development,05-10 Years,75900,32.0
0.931,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Development,P3,IT - Product Development - P3 QA,5.986,London,Individual Contributor,EMEA,IT - Product Development,05-10 Years,57700,30.0
1.594,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Black or African American,Female,Generation X (1965-1980),False,False,Corporate Website,True,True,Executive,M8,Board Management - Executive Vice President,2.255,San Francisco,Executive Vice President,AMER,Board Management,02-05 Years,677400,43.0
0.942,Below Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,Asian,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,1.666,Paris,Individual Contributor,EMEA,FA - Accounting,01-02 Years,58400,31.0
1.412,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,3.019,Lyon,Individual Contributor,EMEA,Sales - Direct Sales,02-05 Years,124300,35.0
1.361,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 QA,1.795,San Francisco,Individual Contributor,AMER,IT - Product Development,01-02 Years,105500,29.0
1.415,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P4,Legal - Corporate - Senior Legal Associate Consultant,1.866,Toronto,Individual Contributor,AMER,Legal - Corporate,01-02 Years,155700,33.0
1.241,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,Black or African American,Female,Generation X (1965-1980),False,False,Agency,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,2.104,Edmonton,Individual Contributor,AMER,FA - Accounting,02-05 Years,189300,47.0
0.965,At Compa-Ratio,EMEA - France,France,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,1.726,Paris,Individual Contributor,EMEA,FA - Accounting,01-02 Years,59800,31.0
1.255,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Hispanic,Male,Generation Y/Millenials (1981-1996),False,True,Agency,False,False,Executive,P4,Board Management - Senior Board Associate,2.562,New York,Vice President,AMER,Board Management,02-05 Years,138000,35.0
1.342,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,4.356,Lyon,Vice President,EMEA,Board Management,02-05 Years,118100,34.0
0.921,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P2,IT - Product Development - P2 Data Scientist,2.868,Singapore,Individual Contributor,APAC,IT - Product Development,02-05 Years,43500,26.0
1.538,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,American Indian or Alaska Native,Female,Generation X (1965-1980),False,False,Referral,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,10.948,San Francisco,Individual Contributor,AMER,FA - Accounting,10-15 Years,234500,45.0
0.921,Below Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Finance,P2,FA - Accounting - P2 Finance Analyst,3.655,San Francisco,Individual Contributor,AMER,FA - Accounting,02-05 Years,62200,29.0
1.192,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,2.178,New York,Individual Contributor,AMER,Sales - Direct Sales,02-05 Years,92400,33.0
0.818,Below Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,White,Female,Generation Z (1997 and onwards),True,False,Recruiter,False,False,Development,P1,IT - Product Development - P1 Business Analytics,0.668,Marseille,Individual Contributor,EMEA,IT - Product Development,00-01 Years,36000,22.0
1.532,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Asian,Male,Generation X (1965-1980),False,False,Recruiter,False,False,Development,P5,IT - Product Development - Principal Business Analytics,18.49,Seoul,Individual Contributor,APAC,IT - Product Development,15+ Years,163500,50.0
1.132,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 Software Engineer,3.847,Lyon,Individual Contributor,EMEA,IT - Product Development,02-05 Years,70200,30.0
1.261,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P4,Legal - Corporate - Senior Legal Associate Consultant,0.205,San Francisco,Individual Contributor,AMER,Legal - Corporate,00-01 Years,138700,35.0
0.821,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,3.214,Vancouver,Individual Contributor,AMER,Sales - Inside Sales,02-05 Years,55400,27.0
0.819,Below Compa-Ratio,EMEA - France,France,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Finance,P2,FA - Accounting - P2 Finance Analyst,6.764,Toulouse,Individual Contributor,EMEA,FA - Accounting,05-10 Years,44200,29.0
1.522,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,Asian,Female,Generation X (1965-1980),True,True,Agency,False,False,Services,P5,Legal - Corporate - Principal Legal Consultant,7.233,Singapore,Individual Contributor,APAC,Legal - Corporate,05-10 Years,162500,43.0
1.335,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,5.175,Vancouver,Individual Contributor,AMER,Sales - Direct Sales,05-10 Years,146800,34.0
1.589,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Corporate Website,True,True,Services,M6,Human Resources - Senior Director,2.677,Paris,Director,EMEA,Human Resources,02-05 Years,343200,38.0
1.322,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Executive,P4,Board Management - Senior Board Associate,1.852,London,Vice President,EMEA,Board Management,01-02 Years,116300,34.0
0.897,Below Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,Asian,Female,Baby Boomers (1946-1964),True,False,Referral,False,True,Development,M3,IT - Product Management - Manager,30.753,Paris,Manager,EMEA,IT - Product Management,15+ Years,131000,63.0
0.956,At Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Asian,Female,Generation Z (1997 and onwards),False,False,Linkedin,False,False,Development,P1,IT - Product Development - P1 Business Analytics,2.553,Busan,Individual Contributor,APAC,IT - Product Development,02-05 Years,36800,24.0
1.254,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,1.981,Toronto,Individual Contributor,AMER,Sales - Inside Sales,01-02 Years,97200,30.0
0.839,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,White,Male,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Sales,P1,Sales - Direct Sales - P1 Direct Sales Representative,0.704,London,Individual Contributor,EMEA,Sales - Direct Sales,00-01 Years,36900,23.0
1.501,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,White,Female,Generation X (1965-1980),False,False,Linkedin,False,False,Services,P5,Legal - Corporate - Principal Legal Associate Consultant,25.523,Marseille,Individual Contributor,EMEA,Legal - Corporate,15+ Years,183100,51.0
1.211,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,True,Internal,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,0.197,Vancouver,Individual Contributor,AMER,FA - Accounting,00-01 Years,133200,34.0
1.004,At Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P4,IT - Product Development - Senior QA,0.981,San Francisco,Individual Contributor,AMER,IT - Product Development,00-01 Years,110400,34.0
0.902,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Female,Generation X (1965-1980),False,False,Referral,False,True,Services,M3,Human Resources - Manager,7.707,New York,Manager,AMER,Human Resources,05-10 Years,164600,49.0
0.95,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Male,Baby Boomers (1946-1964),False,True,Corporate Website,False,True,Services,M3,Legal - Corporate - Manager,36.17,Vancouver,Manager,AMER,Legal - Corporate,15+ Years,173300,59.0
1.477,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,9.682,London,Individual Contributor,EMEA,Sales - Inside Sales,05-10 Years,130000,33.0
1.391,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P3,IT - Product Development - P3 Software Engineer,5.011,San Francisco,Individual Contributor,AMER,IT - Product Development,05-10 Years,107800,28.0
0.923,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 QA,10.559,Seoul,Individual Contributor,APAC,IT - Product Development,10-15 Years,50100,32.0
1.295,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Software Engineer,1.69,Paris,Individual Contributor,EMEA,IT - Product Development,01-02 Years,80300,31.0
1.362,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,Hispanic,Female,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,14.348,Toronto,Individual Contributor,AMER,FA - Accounting,10-15 Years,149800,37.0
1.399,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Asian,Male,Generation X (1965-1980),True,False,Internal,False,False,Services,P5,Legal - Corporate - Principal Legal Associate Consultant,24.789,Toronto,Individual Contributor,AMER,Legal - Corporate,15+ Years,213400,52.0
0.932,Below Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Business Analytics,5.948,Toronto,Individual Contributor,AMER,IT - Product Development,05-10 Years,72200,30.0
1.114,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,Asian,Female,Baby Boomers (1946-1964),False,False,Recruiter,False,False,Services,P5,Legal - Corporate - Principal Legal Associate Consultant,26.301,London,Individual Contributor,EMEA,Legal - Corporate,15+ Years,135900,60.0
1.164,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Internal,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,15.416,Singapore,Individual Contributor,APAC,Sales - Inside Sales,15+ Years,124300,42.0
1.375,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,0.189,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,00-01 Years,106600,30.0
1.602,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Male,Generation X (1965-1980),False,True,Referral,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,1.11,New York,Individual Contributor,AMER,Sales - Inside Sales,01-02 Years,244300,49.0
1.149,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,5.929,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,05-10 Years,126400,37.0
1.002,At Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P4,IT - Product Development - Senior Software Engineer,11.121,Paris,Individual Contributor,EMEA,IT - Product Development,10-15 Years,88200,34.0
1.232,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,4.301,Paris,Individual Contributor,EMEA,Sales - Direct Sales,02-05 Years,108400,36.0
0.956,At Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Hispanic,Female,Generation Z (1997 and onwards),False,False,Linkedin,False,False,Development,P1,IT - Product Development - P1 Software Engineer,0.06,San Francisco,Individual Contributor,AMER,IT - Product Development,00-01 Years,52600,23.0
0.939,Below Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 QA,0.019,Toulouse,Individual Contributor,EMEA,IT - Product Development,00-01 Years,58200,31.0
1.236,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,2.866,San Francisco,Individual Contributor,AMER,FA - Accounting,02-05 Years,95800,28.0
1.49,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P4,Legal - Corporate - Senior Legal Associate Consultant,12.184,San Francisco,Individual Contributor,AMER,Legal - Corporate,10-15 Years,163900,36.0
1.42,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,False,Internal,True,True,Executive,M8,Executive Management - Executive Vice President,2.795,New York,Executive Vice President,AMER,Executive Management,02-05 Years,603500,38.0
1.456,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Female,Generation X (1965-1980),False,True,Internal,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,12.973,Toronto,Individual Contributor,AMER,FA - Accounting,10-15 Years,222100,55.0
1.153,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,White,Male,Generation X (1965-1980),True,False,Referral,False,False,Executive,P5,Executive Management - Principal Operations Executive,17.921,Toronto,Vice President,AMER,Executive Management,15+ Years,175800,54.0
0.666,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Female,Generation Z (1997 and onwards),True,False,Recruiter,False,False,Development,P1,IT - Product Development - P1 QA,1.29,London,Individual Contributor,EMEA,IT - Product Development,01-02 Years,29300,23.0
0.83,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,Asian,Male,Generation X (1965-1980),False,False,Recruiter,False,True,Sales,M3,Sales - Management - Manager,19.86,Toronto,Manager,AMER,Sales - Management,15+ Years,151400,47.0
1.081,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,Hispanic,Female,Generation Y/Millenials (1981-1996),True,True,Recruiter,True,True,Development,M5,IT - Product Management - Director,7.066,New York,Director,AMER,IT - Product Management,05-10 Years,248700,38.0
1.298,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior Software Engineer,9.093,Toronto,Individual Contributor,AMER,IT - Product Development,05-10 Years,142800,33.0
1.602,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,White,Male,Generation X (1965-1980),False,False,Referral,True,True,Executive,M8,Board Management - Executive Vice President,11.323,Toulouse,Executive Vice President,EMEA,Board Management,10-15 Years,544600,43.0
0.973,At Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Hispanic,Male,Generation Z (1997 and onwards),False,False,Recruiter,False,False,Development,P1,IT - Product Development - P1 Data Scientist,0.268,New York,Individual Contributor,AMER,IT - Product Development,00-01 Years,53500,22.0
1.154,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,White,Male,Generation X (1965-1980),False,False,Referral,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,0.296,Paris,Individual Contributor,EMEA,Sales - Direct Sales,00-01 Years,140800,44.0
1.186,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Female,Baby Boomers (1946-1964),False,True,Recruiter,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,37.044,Paris,Individual Contributor,EMEA,Sales - Direct Sales,15+ Years,144700,60.0
0.83,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,White,Male,Generation Z (1997 and onwards),False,False,Referral,False,False,Services,P2,Legal - Corporate - P2 Legal Consultant,1.027,London,Individual Contributor,EMEA,Legal - Corporate,01-02 Years,44800,26.0
1.075,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,Black or African American,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,7.874,Singapore,Individual Contributor,APAC,Human Resources,05-10 Years,58300,30.0
1.377,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Development,P3,IT - Product Development - P3 Software Engineer,0.696,London,Individual Contributor,EMEA,IT - Product Development,00-01 Years,85400,33.0
1.412,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,Hispanic,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,3.334,London,Vice President,EMEA,Board Management,02-05 Years,124300,35.0
1.199,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,7.792,London,Vice President,EMEA,Board Management,05-10 Years,105500,34.0
1.03,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,2.688,London,Individual Contributor,EMEA,Sales - Inside Sales,02-05 Years,55600,27.0
1.264,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Executive,P4,Executive Management - Senior Operations Executive,4.115,Toronto,Executive Vice President,AMER,Executive Management,02-05 Years,139000,34.0
1.336,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,6.11,Marseille,Individual Contributor,EMEA,Sales - Direct Sales,05-10 Years,117600,35.0
1.009,At Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Male,Generation Y/Millenials (1981-1996),False,True,Linkedin,False,False,Finance,P2,FA - Accounting - P2 Finance Analyst,0.142,Toulouse,Individual Contributor,EMEA,FA - Accounting,00-01 Years,54500,28.0
0.893,Below Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,Asian,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,0.011,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,00-01 Years,60300,28.0
1.047,At Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,13.255,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,10-15 Years,115200,35.0
